Key	en	de	ja	pl	es	fr	zh-Hans	it	ko	pt	ru	uk	ca	zh	cs	da	nl	et	fi	el	hu	no	pt-BR	ro	sk	es-419	sv	tr
ThingDef&KokuBionicSmokeArm.label	bionic smoke arm	Bionischer Raucharm	バイオニックスモークアーム	bioniczne ramię dymne	brazo de humo biónico	bras fumigène bionique	仿生烟臂	braccio fumogeno bionico	생체 공학 연기 팔	braço de fumaça biônico	бионическая дымовая рука	біонічна димова рука	braç de fum biònic	仿生烟臂	bionické kouřové rameno	bionisk røgarm	bionische rookarm	biooniline suitsukäsi	bioninen savuvarsi	βιονικός βραχίονας καπνού	bionikus füstkar	bionisk røykarm	braço de fumaça biônico	brațul bionic de fum	rameno bionického dymu	brazo de humo biónico	bionisk rökarm	biyonik duman kolu
ThingDef&KokuBionicSmokeArm.description	One of the most sophisticated arm replacements. Gives extreme strength to its user and is equipped with a built-in smoke launcher.	Einer der anspruchsvollsten Armersatzteile. Verleiht dem Benutzer extreme Kraft und ist mit einem eingebauten Rauchwerfer ausgestattet.	最も洗練された腕の交換品の 1 つ。使用者に極度の強さを与え、スモークランチャーを内蔵。	Jeden z najbardziej wyrafinowanych zamienników ramion. Daje użytkownikowi niezwykłą siłę i jest wyposażony we wbudowaną wyrzutnię dymu.	Uno de los reemplazos de brazo más sofisticados. Da fuerza extrema a su usuario y está equipado con un lanzador de humo incorporado.	L'un des remplacements de bras les plus sophistiqués. Donne une force extrême à son utilisateur et est équipé d'un lance-fumée intégré.	最复杂的手臂替代品之一。为使用者提供极大的力量，并配备内置烟雾发射器。	Una delle sostituzioni del braccio più sofisticate. Dona estrema forza a chi lo utilizza ed è dotato di un lanciafumo incorporato.	가장 정교한 팔 교체 중 하나입니다. 사용자에게 극도의 힘을 부여하며 연막 발사기가 내장되어 있습니다.	Uma das substituições de braço mais sofisticadas. Dá extrema força ao seu usuário e é equipado com lançador de fumaça embutido.	Одна из самых сложных замен рук. Дает пользователю невероятную силу и оснащен встроенным дымомётом.	Одна з найскладніших замін рук. Надає користувачеві надзвичайної міцності та оснащений вбудованим димовим пускачем.	Un dels reemplaçaments de braços més sofisticats. Dóna una força extrema al seu usuari i està equipat amb un llançador de fum integrat.	最复杂的手臂替代品之一。为使用者提供极大的力量，并配备内置烟雾发射器。	Jedna z nejpropracovanějších náhrad ramen. Poskytuje svému uživateli extrémní sílu a je vybavena vestavěným odpalovačem kouře.	En af de mest sofistikerede armudskiftninger. Giver ekstrem styrke til sin bruger og er udstyret med en indbygget røgkaster.	Een van de meest geavanceerde armvervangingen. Geeft extreme kracht aan de gebruiker en is uitgerust met een ingebouwde rookwerper.	Üks keerukamaid käe asendusi. Annab selle kasutajale äärmise tugevuse ja on varustatud sisseehitatud suitsuheitjaga.	Yksi hienostuneimmista käsivarsien vaihto-osista. Antaa käyttäjälleen äärimmäisen lujuuden ja on varustettu sisäänrakennetulla savunheittimellä.	Μια από τις πιο εξελιγμένες αντικαταστάσεις βραχιόνων. Δίνει εξαιρετική δύναμη στον χρήστη του και είναι εξοπλισμένο με ενσωματωμένο εκτοξευτή καπνού.	Az egyik legkifinomultabb karcsere. Rendkívüli erőt ad használójának, és beépített füstölővel van felszerelve.	En av de mest sofistikerte armerstatningene. Gir ekstrem styrke til brukeren og er utstyrt med en innebygd røykkaster.	Uma das substituições de braço mais sofisticadas. Dá extrema força ao seu usuário e é equipado com lançador de fumaça embutido.	Una dintre cele mai sofisticate înlocuiri de braț. Oferă o putere extremă utilizatorului și este echipat cu un lansator de fum încorporat.	Jedna z najsofistikovanejších náhrad ramien. Dodáva svojmu užívateľovi extrémnu silu a je vybavený vstavaným odpaľovačom dymu.	Uno de los reemplazos de brazo más sofisticados. Da fuerza extrema a su usuario y está equipado con un lanzador de humo incorporado.	En av de mest sofistikerade armbytena. Ger extrem styrka till sin användare och är utrustad med en inbyggd rökkastare.	En karmaşık kol değiştirme yöntemlerinden biri. Kullanıcısına olağanüstü güç verir ve yerleşik bir duman fırlatıcıyla donatılmıştır.
ThingDef&KokuBionicFireBreathJaw.label	bionic fire breath jaw	bionischer Feueratem-Kiefer	バイオニックファイアブレスジョー	bioniczna szczęka z ognistym oddechem	mandíbula biónica de aliento de fuego	mâchoire de souffle de feu bionique	仿生火息颌	mascella bionica del soffio di fuoco	바이오닉 파이어 브레스 턱	mandíbula biônica com sopro de fogo	бионическое огненное дыхание челюсть	щелепа біонічного вогняного дихання	mandíbula d'alè de foc biònic	仿生火息颌	bionický oheň dech čelist	bionisk ildåndekæbe	bionische vuurademkaak	biooniline tulihingamise lõualuu	bioninen tulihengitysleuka	βιονικό σαγόνι αναπνοής φωτιάς	bionikus tűzlégzés állkapocs	bionisk brannpustkjeve	mandíbula biônica com sopro de fogo	maxilar bionic suflare de foc	bionický oheň dychová čeľusť	mandíbula biónica de aliento de fuego	bionisk eld andedräkt käke	biyonik ateş nefesli çene
ThingDef&KokuBionicFireBreathJaw.description	One of the most sophisticated jaw replacements. Is equipped with a built-in flamethrower.	Einer der anspruchsvollsten Kieferersatzprodukte. Ist mit einem eingebauten Flammenwerfer ausgestattet.	最も洗練された顎置換術の 1 つ。火炎放射器を内蔵しています。	Jeden z najbardziej wyrafinowanych zamienników szczęk. Wyposażony jest we wbudowany miotacz ognia.	Uno de los reemplazos de mandíbula más sofisticados. Está equipado con un lanzallamas incorporado.	L'un des remplacements de mâchoire les plus sophistiqués. Est équipé d'un lance-flammes intégré.	最复杂的颌骨替代品之一。配备有内置火焰喷射器。	Una delle sostituzioni della mascella più sofisticate. È dotato di lanciafiamme incorporato.	가장 정교한 턱 교체 중 하나입니다. 화염방사기가 내장되어 있습니다.	Uma das substituições de mandíbula mais sofisticadas. Está equipado com um lança-chamas embutido.	Одна из самых сложных замен челюстей. Оснащен встроенным огнеметом.	Одна з найскладніших протезів щелеп. Оснащений вбудованим вогнеметом.	Un dels reemplaçaments de mandíbula més sofisticats. Està equipat amb un llançaflames integrat.	最复杂的颌骨替代品之一。配备有内置火焰喷射器。	Jedna z nejpropracovanějších náhrad čelistí. Je vybavena vestavěným plamenometem.	En af de mest sofistikerede kæbeudskiftninger. Er udstyret med indbygget flammekaster.	Een van de meest geavanceerde kaakvervangingen. Is voorzien van een ingebouwde vlammenwerper.	Üks keerukamaid lõualuu asendusi. Varustatud sisseehitatud leegiheitjaga.	Yksi hienostuneimmista leuan vaihdoista. Varustettu sisäänrakennetulla liekinheittimellä.	Μια από τις πιο εξελιγμένες αντικαταστάσεις γνάθων. Είναι εξοπλισμένο με ενσωματωμένο φλογοβόλο.	Az egyik legkifinomultabb állkapocscsere. Beépített lángszóróval van felszerelve.	En av de mest sofistikerte kjeveerstatningene. Er utstyrt med innebygget flammekaster.	Uma das substituições de mandíbula mais sofisticadas. Está equipado com um lança-chamas embutido.	Una dintre cele mai sofisticate înlocuiri de maxilare. Este echipat cu aruncător de flăcări încorporat.	Jedna z najsofistikovanejších náhrad čeľustí. Je vybavený vstavaným plameňometom.	Uno de los reemplazos de mandíbula más sofisticados. Está equipado con un lanzallamas incorporado.	En av de mest sofistikerade käkersättningarna. Är utrustad med en inbyggd eldkastare.	En karmaşık çene değiştirme yöntemlerinden biri. Dahili bir alev makinesi ile donatılmıştır.
ThingDef&KokuAdvancedBionicClaw.label	advanced bionic claw	Fortgeschrittene bionische Klaue	先進的なバイオニッククロー	zaawansowany bioniczny pazur	garra biónica avanzada	griffe bionique avancée	先进的仿生爪	artiglio bionico avanzato	고급 생체공학 발톱	garra biônica avançada	продвинутый бионический коготь	вдосконалений біонічний кіготь	urpa biònica avançada	先进的仿生爪	pokročilý bionický dráp	avanceret bionisk klo	geavanceerde bionische klauw	arenenud biooniline küünis	kehittynyt bioninen kynsi	προηγμένο βιονικό νύχι	fejlett bionikus karom	avansert bionisk klo	garra biônica avançada	gheară bionică avansată	pokročilý bionický pazúr	garra biónica avanzada	avancerad bionisk klo	gelişmiş biyonik pençe
ThingDef&KokuAdvancedBionicClaw.description	Is it still an arm? It gives the user extremely extreme strength.	Ist es noch ein Arm? Es verleiht dem Benutzer extrem extreme Kraft.	やはり腕ですか？それは使用者に非常に強力な力を与えます。	Czy to nadal ramię? Daje użytkownikowi niezwykle ekstremalną siłę.	¿Sigue siendo un brazo? Le da al usuario una fuerza extremadamente extrema.	Est-ce toujours un bras ? Cela donne à l’utilisateur une force extrêmement extrême.	这还是手臂吗？它赋予使用者极其极致的力量。	È ancora un braccio? Fornisce all'utente una forza estremamente estrema.	아직도 팔인가요? 이는 사용자에게 극도의 힘을 제공합니다.	Ainda é um braço? Dá ao usuário uma força extremamente extrema.	Это все еще рука? Это дает пользователю чрезвычайно чрезвычайную силу.	Це все ще рука? Це надає користувачеві надзвичайної сили.	Encara és un braç? Dóna a l'usuari una força extremadament extrema.	这还是手臂吗？它赋予使用者极其极致的力量。	Je to ještě paže? Poskytuje uživateli extrémně extrémní sílu.	Er det stadig en arm? Det giver brugeren ekstremt ekstrem styrke.	Is het nog steeds een arm? Het geeft de gebruiker extreem extreme kracht.	Kas see on ikka käsi? See annab kasutajale äärmiselt äärmise tugevuse.	Onko se vielä käsivarsi? Se antaa käyttäjälle erittäin äärimmäisen voiman.	Είναι ακόμα ένα χέρι; Δίνει στο χρήστη εξαιρετικά εξαιρετική δύναμη.	Még mindig egy kar? Rendkívül extrém erőt ad a felhasználónak.	Er det fortsatt en arm? Det gir brukeren ekstremt ekstrem styrke.	Ainda é um braço? Dá ao usuário uma força extremamente extrema.	Mai este un braț? Oferă utilizatorului o putere extrem de extremă.	Je to ešte ruka? Poskytuje užívateľovi extrémne extrémnu silu.	¿Sigue siendo un brazo? Le da al usuario una fuerza extremadamente extrema.	Är det fortfarande en arm? Det ger användaren extrem styrka.	Hala bir kol mu? Kullanıcıya son derece olağanüstü bir güç verir.
ThingDef&KokuAdvancedBionicGunArm.label	advanced bionic gun arm	fortschrittlicher bionischer Waffenarm	先進的なバイオニックガンアーム	zaawansowane ramię z bronią bioniczną	brazo de pistola biónica avanzada	bras de pistolet bionique avancé	先进仿生枪臂	braccio armato bionico avanzato	고급 생체 공학 총 팔	braço de arma biônico avançado	усовершенствованная бионическая рука-пушка	просунута біонічна рука	braç biònic avançat	先进仿生枪臂	pokročilé rameno bionické zbraně	avanceret bionisk pistolarm	geavanceerde bionische pistoolarm	täiustatud biooniline relva käsi	kehittynyt bioninen aseen varsi	προηγμένος βραχίονας βιονικού όπλου	fejlett bionikus fegyverkar	avansert bionisk pistolarm	braço de arma biônico avançado	braț de armă bionic avansat	pokročilé rameno bionického zbrane	brazo de pistola biónica avanzada	avancerad bionisk pistolarm	gelişmiş biyonik silah kolu
ThingDef&KokuAdvancedBionicGunArm.description	Is it still an arm? It gives the user extremely extreme strength with a built-in autopistol.	Ist es noch ein Arm? Es verleiht dem Benutzer mit einer eingebauten Autopistole extrem extreme Kraft.	やはり腕ですか？内蔵のオートピストルにより、ユーザーに非常に強力な力を与えます。	Czy to nadal ramię? Daje użytkownikowi niezwykle ekstremalną siłę dzięki wbudowanemu pistoletowi automatycznemu.	¿Sigue siendo un brazo? Le da al usuario una fuerza extremadamente extrema con una pistola automática incorporada.	Est-ce toujours un bras ? Il donne à l'utilisateur une force extrêmement extrême avec un pistolet automatique intégré.	这还是手臂吗？它通过内置自动手枪为用户提供了极其强大的力量。	È ancora un braccio? Offre all'utente una forza estremamente estrema con una pistola automatica incorporata.	아직도 팔인가요? 자동 권총이 내장되어 사용자에게 극도의 힘을 제공합니다.	Ainda é um braço? Dá ao usuário uma força extremamente extrema com uma pistola automática integrada.	Это все еще рука? Он дает пользователю невероятную силу благодаря встроенному автопистолету.	Це все ще рука? Він надає користувачеві надзвичайної міцності завдяки вбудованому автоматичному пістолету.	Encara és un braç? Dóna a l'usuari una força extremadament extrema amb una pistola automàtica integrada.	这还是手臂吗？它通过内置自动手枪为用户提供了极其强大的力量。	Je to ještě paže? Poskytuje uživateli extrémně extrémní sílu s vestavěnou autopistolí.	Er det stadig en arm? Det giver brugeren ekstremt ekstrem styrke med en indbygget autopistol.	Is het nog steeds een arm? Het geeft de gebruiker extreem extreme kracht met een ingebouwd autopistool.	Kas see on ikka käsi? See annab kasutajale äärmiselt äärmise jõu sisseehitatud autopüstoliga.	Onko se vielä käsivarsi? Se antaa käyttäjälle erittäin äärimmäisen voiman sisäänrakennetulla automaattipistoolilla.	Είναι ακόμα ένα χέρι; Δίνει στον χρήστη εξαιρετικά εξαιρετική δύναμη με ενσωματωμένο αυτόματο πιστόλι.	Még mindig egy kar? Rendkívül extrém erőt ad a felhasználónak a beépített autopisztollyal.	Er det fortsatt en arm? Det gir brukeren ekstremt ekstrem styrke med en innebygd autopistol.	Ainda é um braço? Dá ao usuário uma força extremamente extrema com uma pistola automática integrada.	Mai este un braț? Oferă utilizatorului o putere extrem de extremă cu un autopistol încorporat.	Je to ešte ruka? Poskytuje užívateľovi extrémne extrémnu silu so vstavanou autopištoľou.	¿Sigue siendo un brazo? Le da al usuario una fuerza extremadamente extrema con una pistola automática incorporada.	Är det fortfarande en arm? Det ger användaren extremt extrem styrka med en inbyggd autopistol.	Hala bir kol mu? Dahili otopistol ile kullanıcıya son derece ekstrem bir güç kazandırır.
ThingDef&KokuAdvancedBionicEMPArm.label	advanced bionic EMP arm	fortschrittlicher bionischer EMP-Arm	先進的なバイオニックEMPアーム	zaawansowane bioniczne ramię EMP	brazo EMP biónico avanzado	bras EMP bionique avancé	先进的仿生电磁脉冲臂	braccio EMP bionico avanzato	고급 생체공학 EMP 팔	braço EMP biônico avançado	усовершенствованная бионическая рука с ЭМИ	передова біонічна рука EMP	braç EMP biònic avançat	先进的仿生电磁脉冲臂	pokročilé bionické EMP rameno	avanceret bionisk EMP-arm	geavanceerde bionische EMP-arm	täiustatud biooniline EMP käsi	kehittynyt bioninen EMP-varsi	προηγμένος βιονικός βραχίονας EMP	fejlett bionikus EMP kar	avansert bionisk EMP-arm	braço EMP biônico avançado	braț EMP bionic avansat	pokročilé bionické EMP rameno	brazo EMP biónico avanzado	avancerad bionisk EMP-arm	gelişmiş biyonik EMP kolu
ThingDef&KokuAdvancedBionicEMPArm.description	Is it still an arm? It gives the user extremely extreme strength with a built-in EMP launcher.	Ist es noch ein Arm? Es verleiht dem Benutzer mit einem integrierten EMP-Launcher extrem extreme Kraft.	やはり腕ですか？内蔵のEMPランチャーにより、ユーザーに非常に強力な力を与えます。	Czy to nadal ramię? Daje użytkownikowi niezwykle ekstremalną siłę dzięki wbudowanej wyrzutni EMP.	¿Sigue siendo un brazo? Le brinda al usuario una fuerza extremadamente extrema con un lanzador EMP incorporado.	Est-ce toujours un bras ? Il offre à l'utilisateur une force extrêmement extrême avec un lanceur EMP intégré.	这还是手臂吗？它通过内置的 EMP 发射器为用户提供了极其强大的力量。	È ancora un braccio? Offre all'utente una forza estremamente estrema con un launcher EMP integrato.	아직도 팔인가요? 내장된 EMP 런처를 통해 사용자에게 극도의 힘을 제공합니다.	Ainda é um braço? Dá ao usuário uma força extremamente extrema com um lançador EMP integrado.	Это все еще рука? Он дает пользователю невероятную силу благодаря встроенной ЭМИ-пусковой установке.	Це все ще рука? Це надає користувачеві надзвичайної потужності завдяки вбудованій програмі запуску EMP.	Encara és un braç? Ofereix a l'usuari una força extremadament extrema amb un llançador EMP integrat.	这还是手臂吗？它通过内置的 EMP 发射器为用户提供了极其强大的力量。	Je to ještě paže? Poskytuje uživateli extrémně extrémní sílu s vestavěným spouštěčem EMP.	Er det stadig en arm? Det giver brugeren ekstremt ekstrem styrke med en indbygget EMP launcher.	Is het nog steeds een arm? Het geeft de gebruiker extreem extreme kracht met een ingebouwde EMP-launcher.	Kas see on ikka käsi? See annab kasutajale äärmiselt äärmise jõu sisseehitatud EMP käivitajaga.	Onko se vielä käsivarsi? Se antaa käyttäjälle erittäin äärimmäisen voiman sisäänrakennetun EMP-laukaisimen avulla.	Είναι ακόμα ένα χέρι; Δίνει στον χρήστη εξαιρετικά εξαιρετική δύναμη με ενσωματωμένο εκτοξευτή EMP.	Még mindig egy kar? Rendkívül extrém erőt ad a felhasználónak a beépített EMP indítóval.	Er det fortsatt en arm? Det gir brukeren ekstremt ekstrem styrke med en innebygd EMP launcher.	Ainda é um braço? Dá ao usuário uma força extremamente extrema com um lançador EMP integrado.	Mai este un braț? Oferă utilizatorului o putere extrem de extremă cu un lansator EMP încorporat.	Je to ešte ruka? Poskytuje používateľovi extrémne extrémnu silu so vstavaným spúšťačom EMP.	¿Sigue siendo un brazo? Le brinda al usuario una fuerza extremadamente extrema con un lanzador EMP incorporado.	Är det fortfarande en arm? Det ger användaren extremt extrem styrka med en inbyggd EMP launcher.	Hala bir kol mu? Yerleşik bir EMP başlatıcısı ile kullanıcıya son derece olağanüstü bir güç verir.
ThingDef&KokuAdvancedBionicIncendiaryArm.label	advanced bionic incendiary arm	fortschrittlicher bionischer Brandarm	先進的なバイオニック焼夷兵器	zaawansowane bioniczne ramię zapalające	brazo incendiario biónico avanzado	bras incendiaire bionique avancé	先进仿生燃烧臂	braccio incendiario bionico avanzato	고급 생체 공학 방화 팔	braço incendiário biônico avançado	усовершенствованная бионическая зажигательная рука	вдосконалена біонічна запальна зброя	braç incendiari biònic avançat	先进仿生燃烧臂	pokročilé bionické zápalné rameno	avanceret bionisk brandarm	geavanceerde bionische brandgevaarlijke arm	täiustatud biooniline süütekäsi	kehittynyt bioninen sytytysvarsi	προηγμένο βιονικό εμπρηστικό βραχίονα	fejlett bionikus gyújtókar	avansert bionisk brennende arm	braço incendiário biônico avançado	braț incendiar bionic avansat	pokročilé bionické zápalné rameno	brazo incendiario biónico avanzado	avancerad bionisk brandarm	gelişmiş biyonik yangın çıkarıcı kol
ThingDef&KokuAdvancedBionicIncendiaryArm.description	Is it still an arm? It gives the user extremely extreme strength with a built-in incendiary launcher.	Ist es noch ein Arm? Es verleiht dem Benutzer mit einem eingebauten Brandwerfer äußerste Kraft.	やはり腕ですか？内蔵の焼夷ランチャーにより、ユーザーに非常に強力な力を与えます。	Czy to nadal ramię? Daje użytkownikowi niezwykle ekstremalną siłę dzięki wbudowanej wyrzutni zapalającej.	¿Sigue siendo un brazo? Le da al usuario una fuerza extremadamente extrema con un lanzador incendiario incorporado.	Est-ce toujours un bras ? Il donne à l'utilisateur une force extrêmement extrême avec un lanceur incendiaire intégré.	这还是手臂吗？它通过内置的燃烧发射器为用户提供了极其强大的力量。	È ancora un braccio? Fornisce all'utente una forza estremamente estrema con un lanciatore incendiario incorporato.	아직도 팔인가요? 내장된 소이탄 발사기로 사용자에게 극도의 힘을 제공합니다.	Ainda é um braço? Dá ao usuário uma força extremamente extrema com um lançador incendiário integrado.	Это все еще рука? Он дает пользователю невероятную силу благодаря встроенной зажигательной пусковой установке.	Це все ще рука? Він надає користувачеві надзвичайної сили завдяки вбудованій запальній установці.	Encara és un braç? Dóna a l'usuari una força extremadament extrema amb un llançador incendiari integrat.	这还是手臂吗？它通过内置的燃烧发射器为用户提供了极其强大的力量。	Je to ještě paže? Poskytuje uživateli extrémně extrémní sílu s vestavěným zápalným odpalovačem.	Er det stadig en arm? Det giver brugeren ekstremt ekstrem styrke med en indbygget brandkaster.	Is het nog steeds een arm? Het geeft de gebruiker extreem extreme kracht met een ingebouwde brandgevaarlijke lanceerinrichting.	Kas see on ikka käsi? See annab kasutajale äärmiselt äärmise tugevuse koos sisseehitatud süüteheitjaga.	Onko se vielä käsivarsi? Se antaa käyttäjälle äärimmäisen äärimmäisen voiman sisäänrakennetun sytytysheittimen avulla.	Είναι ακόμα ένα χέρι; Δίνει στον χρήστη εξαιρετικά εξαιρετική δύναμη με ενσωματωμένο εμπρηστικό εκτοξευτή.	Még mindig egy kar? Rendkívül extrém erőt ad a felhasználónak a beépített gyújtóindítóval.	Er det fortsatt en arm? Det gir brukeren ekstremt ekstrem styrke med en innebygd brannkaster.	Ainda é um braço? Dá ao usuário uma força extremamente extrema com um lançador incendiário integrado.	Mai este un braț? Oferă utilizatorului o putere extrem de extremă cu un lansator incendiar încorporat.	Je to ešte ruka? Poskytuje užívateľovi extrémne extrémnu silu so vstavaným zápalným odpaľovačom.	¿Sigue siendo un brazo? Le da al usuario una fuerza extremadamente extrema con un lanzador incendiario incorporado.	Är det fortfarande en arm? Det ger användaren extremt extrem styrka med en inbyggd brandraket.	Hala bir kol mu? Yerleşik bir yangın çıkarıcı fırlatıcı ile kullanıcıya son derece olağanüstü bir güç verir.
ThingDef&KokuAdvancedBionicSmokeArm.label	advanced bionic smoke arm	fortschrittlicher bionischer Raucharm	先進的なバイオニックスモークアーム	zaawansowane bioniczne ramię dymne	brazo de humo biónico avanzado	bras fumigène bionique avancé	先进仿生烟臂	braccio fumogeno bionico avanzato	고급 생체공학 연기 팔	braço de fumaça biônico avançado	усовершенствованная бионическая дымовая рука	передова біонічна димова рука	braç de fum biònic avançat	先进仿生烟臂	pokročilé rameno bionického kouře	avanceret bionisk røgarm	geavanceerde bionische rookarm	täiustatud biooniline suitsukäsi	kehittynyt bioninen savuvarsi	προηγμένος βιονικός βραχίονας καπνού	fejlett bionikus füstkar	avansert bionisk røykarm	braço de fumaça biônico avançado	braț de fum bionic avansat	pokročilé rameno bionického dymu	brazo de humo biónico avanzado	avancerad bionisk rökarm	gelişmiş biyonik duman kolu
ThingDef&KokuAdvancedBionicSmokeArm.description	Is it still an arm? It gives the user extremely extreme strength with a built-in smoke launcher.	Ist es noch ein Arm? Es verleiht dem Benutzer mit einem eingebauten Rauchwerfer extrem extreme Kraft.	やはり腕ですか？内蔵のスモークランチャーにより、ユーザーに非常に強力な力を与えます。	Czy to nadal ramię? Daje użytkownikowi niezwykle ekstremalną siłę dzięki wbudowanej wyrzutni dymu.	¿Sigue siendo un brazo? Le brinda al usuario una fuerza extremadamente extrema con un lanzador de humo incorporado.	Est-ce toujours un bras ? Il donne à l'utilisateur une force extrêmement extrême avec un lanceur de fumée intégré.	这还是手臂吗？它通过内置的烟雾发射器为用户提供了极其强大的力量。	È ancora un braccio? Offre all'utente una forza estremamente estrema con un lanciafumo integrato.	아직도 팔인가요? 내장된 연기 발사기로 사용자에게 극도의 힘을 제공합니다.	Ainda é um braço? Dá ao usuário uma força extremamente extrema com um lançador de fumaça integrado.	Это все еще рука? Он дает пользователю невероятную силу благодаря встроенному дымовому гранатомету.	Це все ще рука? Він надає користувачеві надзвичайної міцності завдяки вбудованому димовипускнику.	Encara és un braç? Ofereix a l'usuari una força extremadament extrema amb un llançador de fum integrat.	这还是手臂吗？它通过内置的烟雾发射器为用户提供了极其强大的力量。	Je to ještě paže? Poskytuje uživateli extrémně extrémní sílu s vestavěným odpalovačem kouře.	Er det stadig en arm? Det giver brugeren ekstremt ekstrem styrke med en indbygget røgkaster.	Is het nog steeds een arm? Het geeft de gebruiker extreem extreme kracht met een ingebouwde rookwerper.	Kas see on ikka käsi? See annab kasutajale äärmiselt äärmise tugevuse koos sisseehitatud suitsuheitjaga.	Onko se vielä käsivarsi? Se antaa käyttäjälle erittäin äärimmäisen lujuuden sisäänrakennetulla savunheittimellä.	Είναι ακόμα ένα χέρι; Δίνει στον χρήστη εξαιρετικά εξαιρετική δύναμη με ενσωματωμένο εκτοξευτή καπνού.	Még mindig egy kar? Rendkívül extrém erőt ad a felhasználónak a beépített füstölővel.	Er det fortsatt en arm? Det gir brukeren ekstremt ekstrem styrke med en innebygd røykkaster.	Ainda é um braço? Dá ao usuário uma força extremamente extrema com um lançador de fumaça integrado.	Mai este un braț? Oferă utilizatorului o putere extrem de extremă cu un lansator de fum încorporat.	Je to ešte ruka? Poskytuje používateľovi extrémne extrémnu silu so vstavaným odpaľovačom dymu.	¿Sigue siendo un brazo? Le brinda al usuario una fuerza extremadamente extrema con un lanzador de humo incorporado.	Är det fortfarande en arm? Det ger användaren extremt extrem styrka med en inbyggd rökkastare.	Hala bir kol mu? Yerleşik bir duman fırlatıcı ile kullanıcıya son derece olağanüstü bir güç verir.
ThingDef&KokuAdvancedBionicFireBreathJaw.label	advanced bionic fire breath jaw	fortgeschrittener bionischer Feueratem-Kiefer	先進的なバイオニックファイアブレスジョー	zaawansowana bioniczna szczęka z ognistym oddechem	mandíbula biónica avanzada de aliento de fuego	mâchoire de souffle de feu bionique avancée	先进的仿生火息颌	mascella bionica avanzata del soffio di fuoco	고급 생체 공학 화재 호흡 턱	mandíbula biônica avançada com sopro de fogo	усовершенствованная бионическая челюсть с огненным дыханием	вдосконалена біонічна щелепа вогняного дихання	mandíbula d'alè de foc biònic avançat	先进的仿生火息颌	pokročilá čelist bionického ohně	avanceret bionisk ildåndekæbe	geavanceerde bionische vuurademkaak	täiustatud biooniline tulehingamise lõualuu	kehittynyt bioninen tulihengitysleuka	προηγμένη βιονική σιαγόνα αναπνοής φωτιάς	fejlett bionikus tűzlégzés állkapocs	avansert bionisk brannpustkjeve	mandíbula biônica avançada com sopro de fogo	maxilar avansat bionic suflare de foc	pokročilá bionická ohnivá dychová čeľusť	mandíbula biónica avanzada de aliento de fuego	avancerad bionisk eldandningskäke	gelişmiş biyonik ateş nefesi çenesi
ThingDef&KokuAdvancedBionicFireBreathJaw.description	Is it still a jaw? It gives the user extremely extreme strength with a built-in flamethrower.	Ist es noch ein Kiefer? Es verleiht dem Benutzer mit einem eingebauten Flammenwerfer extrem extreme Kraft.	まだ顎ですか？内蔵の火炎放射器により、ユーザーに非常に強力な力を与えます。	Czy to nadal szczęka? Daje użytkownikowi niezwykle ekstremalną siłę dzięki wbudowanemu miotaczowi ognia.	¿Sigue siendo una mandíbula? Le da al usuario una fuerza extremadamente extrema con un lanzallamas incorporado.	Est-ce encore une mâchoire ? Il donne à l'utilisateur une force extrêmement extrême avec un lance-flammes intégré.	这还是下巴吗？它通过内置的火焰喷射器为用户提供了极其强大的力量。	È ancora una mascella? Fornisce all'utente una forza estremamente estrema con un lanciafiamme incorporato.	아직도 턱이야? 내장된 화염방사기로 사용자에게 극도의 힘을 제공합니다.	Ainda é uma mandíbula? Dá ao usuário uma força extremamente extrema com um lança-chamas embutido.	Это все еще челюсть? Он дает пользователю невероятную силу благодаря встроенному огнемету.	Це все ще щелепа? Він надає користувачеві надзвичайної міцності завдяки вбудованому вогнемету.	Encara és una mandíbula? Dóna a l'usuari una força extremadament extrema amb un llançaflames integrat.	这还是下巴吗？它通过内置的火焰喷射器为用户提供了极其强大的力量。	Je to ještě čelist? Poskytuje uživateli extrémně extrémní sílu s vestavěným plamenometem.	Er det stadig en kæbe? Det giver brugeren ekstremt ekstrem styrke med en indbygget flammekaster.	Is het nog steeds een kaak? Het geeft de gebruiker extreem extreme kracht met een ingebouwde vlammenwerper.	Kas see on ikka lõualuu? See annab kasutajale sisseehitatud leegiheitjaga äärmiselt äärmise tugevuse.	Onko se vielä leuka? Se antaa käyttäjälle erittäin äärimmäisen lujuuden sisäänrakennetun liekinheittimen ansiosta.	Είναι ακόμα σαγόνι; Δίνει στον χρήστη εξαιρετικά εξαιρετική αντοχή με ενσωματωμένο φλογοβόλο.	Még mindig állkapocs? Rendkívül extrém erőt ad a felhasználónak a beépített lángszóróval.	Er det fortsatt en kjeve? Det gir brukeren ekstremt ekstrem styrke med en innebygd flammekaster.	Ainda é uma mandíbula? Dá ao usuário uma força extremamente extrema com um lança-chamas embutido.	Mai este o falcă? Oferă utilizatorului o putere extrem de extremă cu un aruncător de flăcări încorporat.	Je to ešte čeľusť? Poskytuje užívateľovi extrémne extrémnu silu so vstavaným plameňometom.	¿Sigue siendo una mandíbula? Le da al usuario una fuerza extremadamente extrema con un lanzallamas incorporado.	Är det fortfarande en käke? Det ger användaren extremt extrem styrka med en inbyggd eldkastare.	Hala çene mi? Yerleşik alev makinesiyle kullanıcıya son derece olağanüstü güç verir.
