Key	en	de	ja	pl	es	fr	zh-Hans	it	ko	pt	ru	uk	ca	zh	cs	da	nl	et	fi	el	hu	no	pt-BR	ro	sk	es-419	sv	tr
ThingDef&KokuV1MaidSkullImplant.label	V1 maid Skull Implant	V1 Magd-Schädel-Implantat	V1 メイド スカル インプラント	Implant czaszki pokojówki V1	Implante de cráneo de sirvienta V1	Implant de crâne de femme de chambre V1	V1女仆骷髅植入物	Impianto di cranio V1 cameriera	V1 메이드 해골 임플란트	Implante de crânio de empregada doméstica V1	Имплантат черепа горничной V1	V1 maid Skull Implant	Implant de crani de criada V1	V1女仆骷髅植入物	Implantát lebky pro pokojskou V1	V1 stuepige kranieimplantat	V1 dienstmeisje schedelimplantaat	V1 neiu Skull Implant	V1 maid Skull Implantti	V1 υπηρέτρια Skull Implant	V1 szobalány Skull Implantátum	V1 hushjelp Skull Implant	Implante de crânio de empregada doméstica V1	Implant de craniu de servitoare V1	Implantát lebky V1	Implante de cráneo de sirvienta V1	V1 maid Skull Implant	V1 hizmetçi Kafatası İmplantı
ThingDef&KokuV1MaidSkullImplant.description	A small device that does its best to enchance users abilities.	Ein kleines Gerät, das sein Bestes tut, um die Fähigkeiten des Benutzers zu verbessern.	ユーザーの能力を高めるために最善を尽くす小さなデバイス。	Małe urządzenie, które dokłada wszelkich starań, aby zwiększyć możliwości użytkowników.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	Un petit appareil qui fait de son mieux pour améliorer les capacités des utilisateurs.	一个尽最大努力提高用户能力的小型设备。	Un piccolo dispositivo che fa del suo meglio per migliorare le capacità degli utenti.	사용자의 능력을 향상시키기 위해 최선을 다하는 작은 장치입니다.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Небольшое устройство, которое делает все возможное, чтобы расширить возможности пользователей.	Невеликий пристрій, який робить усе можливе, щоб розширити можливості користувачів.	Un petit dispositiu que fa tot el possible per millorar les habilitats dels usuaris.	一个尽最大努力提高用户能力的小型设备。	Malé zařízení, které dělá maximum pro vylepšení schopností uživatelů.	En lille enhed, der gør sit bedste for at forbedre brugernes evner.	Een klein apparaat dat zijn best doet om de vaardigheden van gebruikers te verbeteren.	Väike seade, mis annab endast parima, et kasutajate võimeid täiustada.	Pieni laite, joka tekee parhaansa parantaakseen käyttäjien kykyjä.	Μια μικρή συσκευή που κάνει ό,τι καλύτερο μπορεί για να βελτιώσει τις ικανότητες των χρηστών.	Egy kis eszköz, amely mindent megtesz a felhasználók képességeinek fejlesztéséért.	En liten enhet som gjør sitt beste for å forbedre brukernes evner.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Un dispozitiv mic care face tot posibilul pentru a îmbunătăți abilitățile utilizatorilor.	Malé zariadenie, ktoré robí všetko pre to, aby zlepšilo schopnosti používateľov.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	En liten enhet som gör sitt bästa för att förbättra användarnas förmågor.	Kullanıcıların yeteneklerini geliştirmek için elinden gelenin en iyisini yapan küçük bir cihaz.
ThingDef&KokuV2MaidSkullImplant.label	V2 maid Skull Implant	V2-Magd-Schädel-Implantat	V2 メイド スカル インプラント	Implant czaszki pokojówki V2	Implante de cráneo de sirvienta V2	Implant de crâne de femme de chambre V2	V2 女仆骷髅植入物	Impianto di cranio V2 cameriera	V2 메이드 해골 임플란트	Implante de crânio de empregada doméstica V2	Имплантат черепа горничной V2	V2 maid Skull Implant	Implant de crani de criada V2	V2 女仆骷髅植入物	Implantát lebky V2	V2 stuepige kranieimplantat	V2 dienstmeisje schedelimplantaat	V2 neiu Skull Implant	V2 maid Skull Implant	V2 υπηρέτρια Skull Implant	V2 szobalány Skull Implantátum	V2 hushjelp Skull Implant	Implante de crânio de empregada doméstica V2	Implant de craniu de servitoare V2	Implantát lebky V2	Implante de cráneo de sirvienta V2	V2 maid Skull Implant	V2 hizmetçi Kafatası İmplantı
ThingDef&KokuV2MaidSkullImplant.description	A small device that does its best to enchance users abilities.	Ein kleines Gerät, das sein Bestes tut, um die Fähigkeiten des Benutzers zu verbessern.	ユーザーの能力を高めるために最善を尽くす小さなデバイス。	Małe urządzenie, które dokłada wszelkich starań, aby zwiększyć możliwości użytkowników.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	Un petit appareil qui fait de son mieux pour améliorer les capacités des utilisateurs.	一个尽最大努力提高用户能力的小型设备。	Un piccolo dispositivo che fa del suo meglio per migliorare le capacità degli utenti.	사용자의 능력을 향상시키기 위해 최선을 다하는 작은 장치입니다.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Небольшое устройство, которое делает все возможное, чтобы расширить возможности пользователей.	Невеликий пристрій, який робить усе можливе, щоб розширити можливості користувачів.	Un petit dispositiu que fa tot el possible per millorar les habilitats dels usuaris.	一个尽最大努力提高用户能力的小型设备。	Malé zařízení, které dělá maximum pro vylepšení schopností uživatelů.	En lille enhed, der gør sit bedste for at forbedre brugernes evner.	Een klein apparaat dat zijn best doet om de vaardigheden van gebruikers te verbeteren.	Väike seade, mis annab endast parima, et kasutajate võimeid täiustada.	Pieni laite, joka tekee parhaansa parantaakseen käyttäjien kykyjä.	Μια μικρή συσκευή που κάνει ό,τι καλύτερο μπορεί για να βελτιώσει τις ικανότητες των χρηστών.	Egy kis eszköz, amely mindent megtesz a felhasználók képességeinek fejlesztéséért.	En liten enhet som gjør sitt beste for å forbedre brukernes evner.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Un dispozitiv mic care face tot posibilul pentru a îmbunătăți abilitățile utilizatorilor.	Malé zariadenie, ktoré robí všetko pre to, aby zlepšilo schopnosti používateľov.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	En liten enhet som gör sitt bästa för att förbättra användarnas förmågor.	Kullanıcıların yeteneklerini geliştirmek için elinden gelenin en iyisini yapan küçük bir cihaz.
ThingDef&KokuV3MaidSkullImplant.label	V3 maid Skull Implant	V3-Magd-Schädelimplantat	V3メイドスカルインプラント	Implant czaszki pokojówki V3	Implante de cráneo de sirvienta V3	Implant de crâne de femme de chambre V3	V3女仆骷髅植入物	Impianto di cranio V3 cameriera	V3 메이드 해골 임플란트	Implante de crânio de empregada doméstica V3	Имплантат черепа горничной V3	Імплантат черепа покоївки V3	Implant de crani de criada V3	V3女仆骷髅植入物	Implantát lebky pro pokojskou V3	V3 stuepige kranieimplantat	V3 dienstmeisje schedelimplantaat	V3 neiu Skull Implant	V3 maid Skull Implant	V3 υπηρέτρια Skull Implant	V3 szobalány Skull Implantátum	V3 hushjelp Skull Implant	Implante de crânio de empregada doméstica V3	Implant de craniu de servitoare V3	Implantát lebky V3	Implante de cráneo de sirvienta V3	V3 maid Skull Implant	V3 hizmetçi Kafatası İmplantı
ThingDef&KokuV3MaidSkullImplant.description	A small device that does its best to enchance users abilities.	Ein kleines Gerät, das sein Bestes tut, um die Fähigkeiten des Benutzers zu verbessern.	ユーザーの能力を高めるために最善を尽くす小さなデバイス。	Małe urządzenie, które dokłada wszelkich starań, aby zwiększyć możliwości użytkowników.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	Un petit appareil qui fait de son mieux pour améliorer les capacités des utilisateurs.	一个尽最大努力提高用户能力的小型设备。	Un piccolo dispositivo che fa del suo meglio per migliorare le capacità degli utenti.	사용자의 능력을 향상시키기 위해 최선을 다하는 작은 장치입니다.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Небольшое устройство, которое делает все возможное, чтобы расширить возможности пользователей.	Невеликий пристрій, який робить усе можливе, щоб розширити можливості користувачів.	Un petit dispositiu que fa tot el possible per millorar les habilitats dels usuaris.	一个尽最大努力提高用户能力的小型设备。	Malé zařízení, které dělá maximum pro vylepšení schopností uživatelů.	En lille enhed, der gør sit bedste for at forbedre brugernes evner.	Een klein apparaat dat zijn best doet om de vaardigheden van gebruikers te verbeteren.	Väike seade, mis annab endast parima, et kasutajate võimeid täiustada.	Pieni laite, joka tekee parhaansa parantaakseen käyttäjien kykyjä.	Μια μικρή συσκευή που κάνει ό,τι καλύτερο μπορεί για να βελτιώσει τις ικανότητες των χρηστών.	Egy kis eszköz, amely mindent megtesz a felhasználók képességeinek fejlesztéséért.	En liten enhet som gjør sitt beste for å forbedre brukernes evner.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Un dispozitiv mic care face tot posibilul pentru a îmbunătăți abilitățile utilizatorilor.	Malé zariadenie, ktoré robí všetko pre to, aby zlepšilo schopnosti používateľov.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	En liten enhet som gör sitt bästa för att förbättra användarnas förmågor.	Kullanıcıların yeteneklerini geliştirmek için elinden gelenin en iyisini yapan küçük bir cihaz.
ThingDef&KokuV1SocialSkullImplant.label	V1 social Skull Implant	V1 soziales Schädelimplantat	V1 ソーシャル頭蓋骨インプラント	Społeczny implant czaszki V1	Implante de cráneo social V1	Implant de crâne social V1	V1 社交颅骨植入物	Impianto di cranio sociale V1	V1 소셜 두개골 임플란트	Implante de crânio social V1	Имплантат социального черепа V1	Соціальний черепний імплантат V1	Implant de crani social V1	V1 社交颅骨植入物	Sociální implantát lebky V1	V1 socialt kranieimplantat	V1 sociaal schedelimplantaat	V1 sotsiaalne koljuimplantaat	V1 sosiaalinen kallo-implantti	V1 κοινωνικό εμφύτευμα κρανίου	V1 social Skull Implantátum	V1 sosialt skalleimplantat	Implante de crânio social V1	Implant de craniu social V1	Sociálny implantát lebky V1	Implante de cráneo social V1	V1 socialt skallimplantat	V1 sosyal Kafatası İmplantı
ThingDef&KokuV1SocialSkullImplant.description	A small device that does its best to enchance users abilities.	Ein kleines Gerät, das sein Bestes tut, um die Fähigkeiten des Benutzers zu verbessern.	ユーザーの能力を高めるために最善を尽くす小さなデバイス。	Małe urządzenie, które dokłada wszelkich starań, aby zwiększyć możliwości użytkowników.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	Un petit appareil qui fait de son mieux pour améliorer les capacités des utilisateurs.	一个尽最大努力提高用户能力的小型设备。	Un piccolo dispositivo che fa del suo meglio per migliorare le capacità degli utenti.	사용자의 능력을 향상시키기 위해 최선을 다하는 작은 장치입니다.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Небольшое устройство, которое делает все возможное, чтобы расширить возможности пользователей.	Невеликий пристрій, який робить усе можливе, щоб розширити можливості користувачів.	Un petit dispositiu que fa tot el possible per millorar les habilitats dels usuaris.	一个尽最大努力提高用户能力的小型设备。	Malé zařízení, které dělá maximum pro vylepšení schopností uživatelů.	En lille enhed, der gør sit bedste for at forbedre brugernes evner.	Een klein apparaat dat zijn best doet om de vaardigheden van gebruikers te verbeteren.	Väike seade, mis annab endast parima, et kasutajate võimeid täiustada.	Pieni laite, joka tekee parhaansa parantaakseen käyttäjien kykyjä.	Μια μικρή συσκευή που κάνει ό,τι καλύτερο μπορεί για να βελτιώσει τις ικανότητες των χρηστών.	Egy kis eszköz, amely mindent megtesz a felhasználók képességeinek fejlesztéséért.	En liten enhet som gjør sitt beste for å forbedre brukernes evner.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Un dispozitiv mic care face tot posibilul pentru a îmbunătăți abilitățile utilizatorilor.	Malé zariadenie, ktoré robí všetko pre to, aby zlepšilo schopnosti používateľov.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	En liten enhet som gör sitt bästa för att förbättra användarnas förmågor.	Kullanıcıların yeteneklerini geliştirmek için elinden gelenin en iyisini yapan küçük bir cihaz.
ThingDef&KokuV2SocialSkullImplant.label	V2 social Skull Implant	V2 soziales Schädelimplantat	V2 ソーシャル頭蓋骨インプラント	Społeczny implant czaszki V2	Implante de cráneo social V2	Implant de crâne social V2	V2 社交颅骨植入物	Impianto di cranio sociale V2	V2 소셜 두개골 임플란트	Implante de crânio social V2	Имплантат социального черепа V2	Соціальний імплантат черепа V2	Implant de crani social V2	V2 社交颅骨植入物	Sociální implantát lebky V2	V2 socialt kranieimplantat	V2 sociaal schedelimplantaat	V2 sotsiaalne koljuimplantaat	V2 sosiaalinen kallo-implantti	V2 κοινωνικό εμφύτευμα κρανίου	V2 social Skull Implantátum	V2 sosialt skalleimplantat	Implante de crânio social V2	Implant de craniu social V2	Sociálny implantát lebky V2	Implante de cráneo social V2	V2 socialt skallimplantat	V2 sosyal Kafatası İmplantı
ThingDef&KokuV2SocialSkullImplant.description	A small device that does its best to enchance users abilities.	Ein kleines Gerät, das sein Bestes tut, um die Fähigkeiten des Benutzers zu verbessern.	ユーザーの能力を高めるために最善を尽くす小さなデバイス。	Małe urządzenie, które dokłada wszelkich starań, aby zwiększyć możliwości użytkowników.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	Un petit appareil qui fait de son mieux pour améliorer les capacités des utilisateurs.	一个尽最大努力提高用户能力的小型设备。	Un piccolo dispositivo che fa del suo meglio per migliorare le capacità degli utenti.	사용자의 능력을 향상시키기 위해 최선을 다하는 작은 장치입니다.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Небольшое устройство, которое делает все возможное, чтобы расширить возможности пользователей.	Невеликий пристрій, який робить усе можливе, щоб розширити можливості користувачів.	Un petit dispositiu que fa tot el possible per millorar les habilitats dels usuaris.	一个尽最大努力提高用户能力的小型设备。	Malé zařízení, které dělá maximum pro vylepšení schopností uživatelů.	En lille enhed, der gør sit bedste for at forbedre brugernes evner.	Een klein apparaat dat zijn best doet om de vaardigheden van gebruikers te verbeteren.	Väike seade, mis annab endast parima, et kasutajate võimeid täiustada.	Pieni laite, joka tekee parhaansa parantaakseen käyttäjien kykyjä.	Μια μικρή συσκευή που κάνει ό,τι καλύτερο μπορεί για να βελτιώσει τις ικανότητες των χρηστών.	Egy kis eszköz, amely mindent megtesz a felhasználók képességeinek fejlesztéséért.	En liten enhet som gjør sitt beste for å forbedre brukernes evner.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Un dispozitiv mic care face tot posibilul pentru a îmbunătăți abilitățile utilizatorilor.	Malé zariadenie, ktoré robí všetko pre to, aby zlepšilo schopnosti používateľov.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	En liten enhet som gör sitt bästa för att förbättra användarnas förmågor.	Kullanıcıların yeteneklerini geliştirmek için elinden gelenin en iyisini yapan küçük bir cihaz.
ThingDef&KokuV3SocialSkullImplant.label	V3 social Skull Implant	V3 soziales Schädelimplantat	V3 ソーシャル頭蓋骨インプラント	Społeczny implant czaszki V3	Implante de cráneo social V3	Implant de crâne social V3	V3 社交颅骨植入物	Impianto di cranio sociale V3	V3 소셜 두개골 임플란트	Implante de crânio social V3	Имплантат социального черепа V3	Соціальний імплантат черепа V3	Implant de crani social V3	V3 社交颅骨植入物	Sociální implantát lebky V3	V3 socialt kranieimplantat	V3 sociaal schedelimplantaat	V3 sotsiaalne koljuimplantaat	V3 sosiaalinen kallo-implantti	V3 κοινωνικό εμφύτευμα κρανίου	V3 social Skull Implantátum	V3 sosialt skalleimplantat	Implante de crânio social V3	Implant de craniu social V3	Sociálny implantát lebky V3	Implante de cráneo social V3	V3 socialt skallimplantat	V3 sosyal Kafatası İmplantı
ThingDef&KokuV3SocialSkullImplant.description	A small device that does its best to enchance users abilities.	Ein kleines Gerät, das sein Bestes tut, um die Fähigkeiten des Benutzers zu verbessern.	ユーザーの能力を高めるために最善を尽くす小さなデバイス。	Małe urządzenie, które dokłada wszelkich starań, aby zwiększyć możliwości użytkowników.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	Un petit appareil qui fait de son mieux pour améliorer les capacités des utilisateurs.	一个尽最大努力提高用户能力的小型设备。	Un piccolo dispositivo che fa del suo meglio per migliorare le capacità degli utenti.	사용자의 능력을 향상시키기 위해 최선을 다하는 작은 장치입니다.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Небольшое устройство, которое делает все возможное, чтобы расширить возможности пользователей.	Невеликий пристрій, який робить усе можливе, щоб розширити можливості користувачів.	Un petit dispositiu que fa tot el possible per millorar les habilitats dels usuaris.	一个尽最大努力提高用户能力的小型设备。	Malé zařízení, které dělá maximum pro vylepšení schopností uživatelů.	En lille enhed, der gør sit bedste for at forbedre brugernes evner.	Een klein apparaat dat zijn best doet om de vaardigheden van gebruikers te verbeteren.	Väike seade, mis annab endast parima, et kasutajate võimeid täiustada.	Pieni laite, joka tekee parhaansa parantaakseen käyttäjien kykyjä.	Μια μικρή συσκευή που κάνει ό,τι καλύτερο μπορεί για να βελτιώσει τις ικανότητες των χρηστών.	Egy kis eszköz, amely mindent megtesz a felhasználók képességeinek fejlesztéséért.	En liten enhet som gjør sitt beste for å forbedre brukernes evner.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Un dispozitiv mic care face tot posibilul pentru a îmbunătăți abilitățile utilizatorilor.	Malé zariadenie, ktoré robí všetko pre to, aby zlepšilo schopnosti používateľov.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	En liten enhet som gör sitt bästa för att förbättra användarnas förmågor.	Kullanıcıların yeteneklerini geliştirmek için elinden gelenin en iyisini yapan küçük bir cihaz.
ThingDef&KokuV1MedicSkullImplant.label	V1 medic Skull Implant	V1 Medic Schädelimplantat	V1 メディック スカル インプラント	Implant czaszki lekarza V1	Implante de cráneo médico V1	Implant de crâne médical V1	V1 医用颅骨植入物	Impianto cranico V1 medico	V1 의료진 두개골 임플란트	Implante de crânio médico V1	Имплантат черепа медика V1	Імплантат черепа V1 medic	Implant de crani mèdic V1	V1 医用颅骨植入物	V1 lékařský implantát lebky	V1 medic kranieimplantat	V1 medic schedelimplantaat	V1 medic Skull Implant	V1 lääkärin kalloimplantti	V1 ιατρικό εμφύτευμα κρανίου	V1 medic Skull Implantátum	V1 medic hodeskalleimplantat	Implante de crânio médico V1	Implant de craniu V1 medic	Implantát lebky medik V1	Implante de cráneo médico V1	V1 medic skallimplantat	V1 doktor Kafatası İmplantı
ThingDef&KokuV1MedicSkullImplant.description	A small device that does its best to enchance users abilities.	Ein kleines Gerät, das sein Bestes tut, um die Fähigkeiten des Benutzers zu verbessern.	ユーザーの能力を高めるために最善を尽くす小さなデバイス。	Małe urządzenie, które dokłada wszelkich starań, aby zwiększyć możliwości użytkowników.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	Un petit appareil qui fait de son mieux pour améliorer les capacités des utilisateurs.	一个尽最大努力提高用户能力的小型设备。	Un piccolo dispositivo che fa del suo meglio per migliorare le capacità degli utenti.	사용자의 능력을 향상시키기 위해 최선을 다하는 작은 장치입니다.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Небольшое устройство, которое делает все возможное, чтобы расширить возможности пользователей.	Невеликий пристрій, який робить усе можливе, щоб розширити можливості користувачів.	Un petit dispositiu que fa tot el possible per millorar les habilitats dels usuaris.	一个尽最大努力提高用户能力的小型设备。	Malé zařízení, které dělá maximum pro vylepšení schopností uživatelů.	En lille enhed, der gør sit bedste for at forbedre brugernes evner.	Een klein apparaat dat zijn best doet om de vaardigheden van gebruikers te verbeteren.	Väike seade, mis annab endast parima, et kasutajate võimeid täiustada.	Pieni laite, joka tekee parhaansa parantaakseen käyttäjien kykyjä.	Μια μικρή συσκευή που κάνει ό,τι καλύτερο μπορεί για να βελτιώσει τις ικανότητες των χρηστών.	Egy kis eszköz, amely mindent megtesz a felhasználók képességeinek fejlesztéséért.	En liten enhet som gjør sitt beste for å forbedre brukernes evner.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Un dispozitiv mic care face tot posibilul pentru a îmbunătăți abilitățile utilizatorilor.	Malé zariadenie, ktoré robí všetko pre to, aby zlepšilo schopnosti používateľov.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	En liten enhet som gör sitt bästa för att förbättra användarnas förmågor.	Kullanıcıların yeteneklerini geliştirmek için elinden gelenin en iyisini yapan küçük bir cihaz.
ThingDef&KokuV2MedicSkullImplant.label	V2 medic Skull Implant	V2 Medic Schädelimplantat	V2 メディック スカル インプラント	Implant czaszki lekarza V2	Implante de cráneo médico V2	Implant de crâne médical V2	V2 军医颅骨植入物	Impianto cranico V2 medic	V2 의료진 두개골 임플란트	Implante de crânio médico V2	Имплантат черепа медика V2	V2 medic Skull Implant	Implant de crani mèdic V2	V2 军医颅骨植入物	Lékařský implantát lebky V2	V2 medic kranieimplantat	V2 medic schedelimplantaat	V2 medic Skull Implant	V2 medic Skull Implant	V2 ιατρικό εμφύτευμα κρανίου	V2 medic Skull Implantátum	V2 medic hodeskalleimplantat	Implante de crânio médico V2	Implant de craniu V2 medic	Implantát lebky medik V2	Implante de cráneo médico V2	V2 medic skallimplantat	V2 doktor Kafatası İmplantı
ThingDef&KokuV2MedicSkullImplant.description	A small device that does its best to enchance users abilities.	Ein kleines Gerät, das sein Bestes tut, um die Fähigkeiten des Benutzers zu verbessern.	ユーザーの能力を高めるために最善を尽くす小さなデバイス。	Małe urządzenie, które dokłada wszelkich starań, aby zwiększyć możliwości użytkowników.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	Un petit appareil qui fait de son mieux pour améliorer les capacités des utilisateurs.	一个尽最大努力提高用户能力的小型设备。	Un piccolo dispositivo che fa del suo meglio per migliorare le capacità degli utenti.	사용자의 능력을 향상시키기 위해 최선을 다하는 작은 장치입니다.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Небольшое устройство, которое делает все возможное, чтобы расширить возможности пользователей.	Невеликий пристрій, який робить усе можливе, щоб розширити можливості користувачів.	Un petit dispositiu que fa tot el possible per millorar les habilitats dels usuaris.	一个尽最大努力提高用户能力的小型设备。	Malé zařízení, které dělá maximum pro vylepšení schopností uživatelů.	En lille enhed, der gør sit bedste for at forbedre brugernes evner.	Een klein apparaat dat zijn best doet om de vaardigheden van gebruikers te verbeteren.	Väike seade, mis annab endast parima, et kasutajate võimeid täiustada.	Pieni laite, joka tekee parhaansa parantaakseen käyttäjien kykyjä.	Μια μικρή συσκευή που κάνει ό,τι καλύτερο μπορεί για να βελτιώσει τις ικανότητες των χρηστών.	Egy kis eszköz, amely mindent megtesz a felhasználók képességeinek fejlesztéséért.	En liten enhet som gjør sitt beste for å forbedre brukernes evner.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Un dispozitiv mic care face tot posibilul pentru a îmbunătăți abilitățile utilizatorilor.	Malé zariadenie, ktoré robí všetko pre to, aby zlepšilo schopnosti používateľov.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	En liten enhet som gör sitt bästa för att förbättra användarnas förmågor.	Kullanıcıların yeteneklerini geliştirmek için elinden gelenin en iyisini yapan küçük bir cihaz.
ThingDef&KokuV3MedicSkullImplant.label	V3 medic Skull Implant	V3 Medic Schädelimplantat	V3 メディック スカル インプラント	Implant czaszki lekarza V3	Implante de cráneo médico V3	Implant de crâne médical V3	V3 军医颅骨植入物	Impianto del cranio V3 medic	V3 메딕 두개골 임플란트	Implante de crânio médico V3	Имплантат черепа медика V3	V3 medic Skull Implant	Implant de crani mèdic V3	V3 军医颅骨植入物	Lékařský implantát lebky V3	V3 medic kranieimplantat	V3 medic schedelimplantaat	V3 medic Skull Implant	V3 medic Skull Implantti	V3 ιατρικό εμφύτευμα κρανίου	V3 medic Skull Implantátum	V3 medic hodeskalleimplantat	Implante de crânio médico V3	Implant de craniu V3 medic	Implantát lebky medik V3	Implante de cráneo médico V3	V3 medic skallimplantat	V3 doktor Kafatası İmplantı
ThingDef&KokuV3MedicSkullImplant.description	A small device that does its best to enchance users abilities.	Ein kleines Gerät, das sein Bestes tut, um die Fähigkeiten des Benutzers zu verbessern.	ユーザーの能力を高めるために最善を尽くす小さなデバイス。	Małe urządzenie, które dokłada wszelkich starań, aby zwiększyć możliwości użytkowników.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	Un petit appareil qui fait de son mieux pour améliorer les capacités des utilisateurs.	一个尽最大努力提高用户能力的小型设备。	Un piccolo dispositivo che fa del suo meglio per migliorare le capacità degli utenti.	사용자의 능력을 향상시키기 위해 최선을 다하는 작은 장치입니다.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Небольшое устройство, которое делает все возможное, чтобы расширить возможности пользователей.	Невеликий пристрій, який робить усе можливе, щоб розширити можливості користувачів.	Un petit dispositiu que fa tot el possible per millorar les habilitats dels usuaris.	一个尽最大努力提高用户能力的小型设备。	Malé zařízení, které dělá maximum pro vylepšení schopností uživatelů.	En lille enhed, der gør sit bedste for at forbedre brugernes evner.	Een klein apparaat dat zijn best doet om de vaardigheden van gebruikers te verbeteren.	Väike seade, mis annab endast parima, et kasutajate võimeid täiustada.	Pieni laite, joka tekee parhaansa parantaakseen käyttäjien kykyjä.	Μια μικρή συσκευή που κάνει ό,τι καλύτερο μπορεί για να βελτιώσει τις ικανότητες των χρηστών.	Egy kis eszköz, amely mindent megtesz a felhasználók képességeinek fejlesztéséért.	En liten enhet som gjør sitt beste for å forbedre brukernes evner.	Um pequeno dispositivo que faz o possível para aprimorar as habilidades dos usuários.	Un dispozitiv mic care face tot posibilul pentru a îmbunătăți abilitățile utilizatorilor.	Malé zariadenie, ktoré robí všetko pre to, aby zlepšilo schopnosti používateľov.	Un pequeño dispositivo que hace todo lo posible para mejorar las habilidades de los usuarios.	En liten enhet som gör sitt bästa för att förbättra användarnas förmågor.	Kullanıcıların yeteneklerini geliştirmek için elinden gelenin en iyisini yapan küçük bir cihaz.
ThingDef&KokuV1FastLearnerSkullImplant.label	V1 fast learner Skull Implant	V1 Schnelllern-Schädelimplantat	V1 高速学習用スカルインプラント	Szybko uczący się implant czaszki V1	Implante de cráneo de aprendizaje rápido V1	Implant de crâne V1 à apprentissage rapide	V1 快速学习者颅骨植入物	Impianto cranico V1 per apprendimento rapido	V1 빠른 학습자 해골 임플란트	Implante de crânio de aprendizagem rápida V1	Имплантат черепа быстрого обучения V1	Імплантат черепа V1, який швидко навчається	Implant crani d'aprenentatge ràpid V1	V1 快速学习者颅骨植入物	V1 rychle se učící Implantát lebky	V1 hurtigt lærende kranieimplantat	V1 snelle leerling schedelimplantaat	V1 kiire õppija Skull Implant	V1 nopeasti oppiva Skull Implant	V1 εμφύτευμα κρανίου για γρήγορη εκμάθηση	V1 gyors tanuló koponyaimplantátum	V1 raskt lærende skalleimplantat	Implante de crânio de aprendizagem rápida V1	Implant craniu pentru învățare rapidă V1	Implantát lebky rýchleho učenia V1	Implante de cráneo de aprendizaje rápido V1	V1 snabbt lärande skallimplantat	V1 hızlı öğrenen Kafatası İmplantı
